loan_id,origination_month,original_balance,original_term_months,original_interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,property_type,occupancy_type,servicer_name,vintage
LN101546,2020-02-01,384500.0,360,3.495,780+,81-90,44-50,CA,Purchase,Multi-Family,Primary,Sunrise Servicing,2020
LN101547,2021-11-01,211300.0,360,3.681,780+,91-95,44-50,CA,Purchase,Single Family,Primary,Cornerstone Servicing,2021
LN101548,2021-03-01,167200.0,180,3.637,780+,71-80,31-36,PA,Refinance,Single Family,Primary,Meridian Loan Services,2021
LN101549,2019-07-01,360200.0,360,4.361,620-659,81-90,21-30,NY,Purchase,Condo,Primary,Sunrise Servicing,2019
LN101550,2023-03-01,288600.0,180,4.635,740-779,71-80,31-36,CA,Purchase,Condo,Primary,Apex Mortgage Co,2023
LN101551,2023-05-01,240700.0,360,5.895,<620,71-80,21-30,FL,Refinance,Condo,Second Home,Highland Capital Servicing,2023
LN101552,2022-11-01,283900.0,360,4.738,700-739,71-80,37-43,TX,Cash-Out Refinance,Condo,Primary,Highland Capital Servicing,2022
LN101553,2022-03-01,219500.0,360,3.765,780+,81-90,31-36,CA,Cash-Out Refinance,Single Family,Primary,Sunrise Servicing,2022
LN101554,2021-01-01,276700.0,180,3.993,740-779,>95,21-30,TX,Refinance,Single Family,Investment,Meridian Loan Services,2021
LN101555,2021-10-01,320300.0,360,3.635,700-739,71-80,37-43,IL,Purchase,Condo,Primary,Highland Capital Servicing,2021
LN101556,2021-09-01,269500.0,360,3.999,700-739,71-80,>50,TX,Purchase,Condo,Primary,Highland Capital Servicing,2021
LN101557,2019-11-01,263300.0,360,3.498,740-779,71-80,21-30,FL,Refinance,Single Family,Primary,Highland Capital Servicing,2019
LN101558,2019-06-01,432300.0,360,3.682,740-779,61-70,31-36,NY,Purchase,Single Family,Primary,Meridian Loan Services,2019
LN101559,2020-04-01,112600.0,360,4.208,700-739,61-70,31-36,NY,Refinance,Condo,Primary,Cornerstone Servicing,2020
LN101560,2021-05-01,161300.0,360,2.902,780+,<=60,21-30,CA,Cash-Out Refinance,Single Family,Primary,Sunrise Servicing,2021
LN101561,2019-10-01,233700.0,360,4.161,660-699,71-80,31-36,CA,Refinance,Single Family,Primary,Cornerstone Servicing,2019
LN101562,2019-07-01,166300.0,360,4.555,620-659,61-70,37-43,CA,Refinance,Single Family,Primary,Cornerstone Servicing,2019
LN101563,2023-05-01,193300.0,360,4.517,740-779,71-80,21-30,FL,Refinance,Single Family,Primary,Highland Capital Servicing,2023
LN101564,2020-12-01,412300.0,360,3.771,780+,81-90,21-30,NC,Cash-Out Refinance,Single Family,Primary,Apex Mortgage Co,2020
LN101565,2022-01-01,216000.0,360,4.488,660-699,61-70,44-50,CA,Purchase,Single Family,Primary,Meridian Loan Services,2022
LN101566,2021-09-01,101400.0,360,4.394,660-699,81-90,21-30,PA,Purchase,Single Family,Investment,Apex Mortgage Co,2021
LN101567,2022-10-01,190900.0,180,5.379,620-659,91-95,37-43,NC,Purchase,Single Family,Primary,Sunrise Servicing,2022
LN101568,2022-10-01,237100.0,180,3.711,780+,71-80,37-43,CA,Refinance,Single Family,Primary,Meridian Loan Services,2022
LN101569,2020-07-01,235100.0,180,4.51,660-699,61-70,44-50,CA,Purchase,Single Family,Primary,Highland Capital Servicing,2020
LN101570,2023-05-01,296600.0,360,5.499,700-739,71-80,37-43,TX,Purchase,Single Family,Primary,Apex Mortgage Co,2023
LN101571,2020-12-01,285900.0,360,3.973,780+,81-90,44-50,CA,Refinance,Condo,Primary,Apex Mortgage Co,2020
LN101572,2023-04-01,217000.0,180,5.926,<620,71-80,37-43,IL,Purchase,Single Family,Primary,Apex Mortgage Co,2023
LN101573,2021-02-01,135000.0,180,3.865,700-739,61-70,31-36,CA,Refinance,Single Family,Primary,Sunrise Servicing,2021
LN101574,2019-07-01,189400.0,360,4.132,700-739,71-80,31-36,PA,Purchase,Single Family,Investment,Cornerstone Servicing,2019
LN101575,2022-12-01,174500.0,360,4.503,740-779,71-80,31-36,NY,Purchase,Single Family,Primary,Cornerstone Servicing,2022
LN101576,2019-02-01,203200.0,180,4.307,660-699,61-70,31-36,NC,Purchase,Single Family,Primary,Meridian Loan Services,2019
LN101577,2022-12-01,315200.0,180,4.969,700-739,81-90,21-30,NC,Purchase,Manufactured,Primary,Meridian Loan Services,2022
LN101578,2019-03-01,277000.0,360,4.392,620-659,<=60,31-36,IL,Cash-Out Refinance,Single Family,Primary,Highland Capital Servicing,2019
LN101579,2020-01-01,334600.0,360,3.94,740-779,71-80,31-36,WA,Cash-Out Refinance,Single Family,Primary,Sunrise Servicing,2020
LN101580,2022-02-01,194300.0,360,4.138,740-779,81-90,<=20,AZ,Refinance,Multi-Family,Primary,Sunrise Servicing,2022
LN101581,2023-11-01,455300.0,360,5.996,620-659,61-70,21-30,FL,Refinance,Single Family,Primary,Cornerstone Servicing,2023
LN101582,2021-02-01,312600.0,180,4.058,700-739,81-90,37-43,CA,Refinance,Single Family,Investment,Sunrise Servicing,2021
LN101583,2019-08-01,242900.0,360,2.879,780+,71-80,37-43,FL,Cash-Out Refinance,Single Family,Primary,Apex Mortgage Co,2019
LN101584,2020-03-01,303000.0,360,4.894,<620,71-80,44-50,TX,Purchase,Multi-Family,Primary,Cornerstone Servicing,2020
LN101585,2023-08-01,170400.0,360,5.596,660-699,91-95,31-36,IL,Purchase,Single Family,Primary,Highland Capital Servicing,2023
LN101586,2022-10-01,89400.0,360,4.857,700-739,71-80,44-50,FL,Refinance,Single Family,Primary,Meridian Loan Services,2022
LN101587,2019-07-01,175800.0,360,4.118,660-699,61-70,44-50,NY,Cash-Out Refinance,Multi-Family,Primary,Sunrise Servicing,2019
LN101588,2020-12-01,323300.0,180,4.549,660-699,91-95,<=20,PA,Purchase,Condo,Primary,Highland Capital Servicing,2020
LN101589,2020-05-01,239400.0,360,4.354,700-739,81-90,>50,TX,Purchase,Manufactured,Primary,Apex Mortgage Co,2020
LN101590,2019-12-01,217200.0,360,4.807,620-659,81-90,<=20,IL,Purchase,Single Family,Primary,Cornerstone Servicing,2019
LN101591,2023-05-01,157700.0,180,4.915,700-739,<=60,37-43,FL,Purchase,Multi-Family,Primary,Highland Capital Servicing,2023
LN101592,2022-03-01,95800.0,360,4.161,740-779,61-70,44-50,PA,Refinance,Single Family,Primary,Sunrise Servicing,2022
LN101593,2019-12-01,438500.0,180,4.275,700-739,81-90,31-36,GA,Purchase,Condo,Second Home,Meridian Loan Services,2019
LN101594,2022-05-01,210300.0,360,4.855,620-659,61-70,37-43,CA,Cash-Out Refinance,Multi-Family,Primary,Highland Capital Servicing,2022
LN101595,2021-02-01,190400.0,180,3.409,780+,61-70,31-36,GA,Refinance,Single Family,Primary,Highland Capital Servicing,2021
LN101596,2019-04-01,170700.0,360,4.775,620-659,81-90,<=20,TX,Purchase,Single Family,Primary,Highland Capital Servicing,2019
LN101597,2021-04-01,406200.0,360,3.766,740-779,61-70,<=20,NC,Cash-Out Refinance,Single Family,Primary,Meridian Loan Services,2021
LN101598,2019-12-01,343400.0,360,3.963,660-699,<=60,<=20,IL,Refinance,Condo,Investment,Meridian Loan Services,2019
LN101599,2020-04-01,149500.0,360,3.846,740-779,<=60,<=20,NY,Purchase,Single Family,Second Home,Meridian Loan Services,2020
LN101600,2023-07-01,390100.0,360,5.804,660-699,71-80,37-43,GA,Purchase,Condo,Primary,Highland Capital Servicing,2023
LN101601,2022-09-01,216400.0,360,5.577,620-659,81-90,31-36,MI,Cash-Out Refinance,Single Family,Primary,Sunrise Servicing,2022
LN101602,2019-09-01,175500.0,180,4.458,700-739,91-95,31-36,PA,Purchase,Single Family,Investment,Cornerstone Servicing,2019
LN101603,2023-05-01,202400.0,360,6.252,<620,<=60,37-43,IL,Purchase,Single Family,Investment,Meridian Loan Services,2023
LN101604,2021-12-01,162400.0,180,4.59,660-699,61-70,<=20,NC,Purchase,Multi-Family,Primary,Apex Mortgage Co,2021
LN101605,2023-07-01,127500.0,360,5.021,740-779,71-80,21-30,NY,Purchase,Single Family,Primary,Meridian Loan Services,2023
LN101606,2022-11-01,327500.0,180,4.491,740-779,71-80,37-43,PA,Refinance,Single Family,Primary,Apex Mortgage Co,2022
LN101607,2020-10-01,209100.0,360,4.339,620-659,71-80,44-50,MI,Purchase,Single Family,Investment,Highland Capital Servicing,2020
LN101608,2021-10-01,304900.0,360,3.599,780+,91-95,31-36,CA,Refinance,Multi-Family,Investment,Sunrise Servicing,2021
LN101609,2021-09-01,262800.0,360,3.851,740-779,71-80,<=20,TX,Purchase,Condo,Second Home,Apex Mortgage Co,2021
LN101610,2022-09-01,295600.0,360,4.069,780+,71-80,44-50,TX,Cash-Out Refinance,Single Family,Primary,Sunrise Servicing,2022
LN101611,2020-04-01,92000.0,180,3.689,740-779,>95,44-50,TX,Purchase,Single Family,Investment,Sunrise Servicing,2020
LN101612,2020-09-01,156400.0,360,3.607,740-779,<=60,31-36,FL,Cash-Out Refinance,Single Family,Primary,Highland Capital Servicing,2020
LN101613,2020-04-01,298400.0,180,4.416,700-739,91-95,21-30,TX,Cash-Out Refinance,Single Family,Primary,Apex Mortgage Co,2020
LN101614,2020-07-01,130100.0,360,3.622,740-779,71-80,<=20,OH,Purchase,Condo,Primary,Highland Capital Servicing,2020
LN101615,2019-11-01,273200.0,360,3.444,780+,71-80,37-43,CA,Refinance,Single Family,Primary,Meridian Loan Services,2019
LN101616,2019-03-01,123500.0,360,4.779,620-659,91-95,44-50,TX,Purchase,Single Family,Primary,Meridian Loan Services,2019
LN101617,2023-11-01,232700.0,360,6.104,660-699,71-80,37-43,GA,Cash-Out Refinance,Condo,Primary,Apex Mortgage Co,2023
LN101618,2019-05-01,476600.0,360,5.179,<620,71-80,21-30,FL,Refinance,Single Family,Primary,Sunrise Servicing,2019
LN101619,2023-08-01,327300.0,180,4.599,780+,61-70,37-43,NY,Purchase,Single Family,Second Home,Cornerstone Servicing,2023
LN101620,2019-01-01,100400.0,180,4.086,700-739,81-90,44-50,PA,Purchase,Single Family,Primary,Meridian Loan Services,2019
LN101621,2023-01-01,338300.0,360,4.585,740-779,71-80,31-36,AZ,Purchase,Single Family,Primary,Highland Capital Servicing,2023
LN101622,2020-09-01,524400.0,360,3.574,780+,61-70,44-50,IL,Cash-Out Refinance,Single Family,Primary,Sunrise Servicing,2020
LN101623,2021-09-01,813100.0,360,3.634,780+,81-90,31-36,CA,Refinance,Single Family,Primary,Highland Capital Servicing,2021
LN101624,2020-06-01,286000.0,360,5.095,620-659,81-90,31-36,CA,Purchase,Single Family,Primary,Meridian Loan Services,2020
LN101625,2021-07-01,125000.0,180,3.254,740-779,71-80,37-43,AZ,Purchase,Single Family,Primary,Meridian Loan Services,2021
LN101626,2021-05-01,280900.0,360,3.421,780+,<=60,31-36,GA,Purchase,Condo,Primary,Apex Mortgage Co,2021
LN101627,2021-09-01,473600.0,360,5.044,<620,71-80,>50,NC,Refinance,Single Family,Primary,Sunrise Servicing,2021
LN101628,2021-01-01,212300.0,360,3.647,740-779,<=60,31-36,GA,Purchase,Single Family,Second Home,Sunrise Servicing,2021
LN101629,2021-10-01,369300.0,360,3.724,660-699,<=60,31-36,TX,Purchase,Single Family,Primary,Highland Capital Servicing,2021
LN101630,2023-04-01,158300.0,360,4.753,740-779,71-80,31-36,NY,Cash-Out Refinance,Single Family,Primary,Meridian Loan Services,2023
LN101631,2021-03-01,273100.0,360,3.817,700-739,<=60,31-36,PA,Purchase,Single Family,Primary,Apex Mortgage Co,2021
LN101632,2020-11-01,75300.0,360,4.664,660-699,61-70,31-36,MI,Refinance,Single Family,Investment,Highland Capital Servicing,2020
LN101633,2019-09-01,150600.0,360,4.745,620-659,81-90,37-43,TX,Purchase,Condo,Primary,Highland Capital Servicing,2019
LN101634,2020-11-01,230300.0,360,4.549,620-659,71-80,31-36,OH,Purchase,Single Family,Primary,Highland Capital Servicing,2020
LN101635,2019-08-01,196100.0,360,4.408,620-659,>95,31-36,CA,Refinance,Condo,Primary,Cornerstone Servicing,2019
LN101636,2019-12-01,128600.0,360,4.026,740-779,91-95,37-43,AZ,Purchase,Single Family,Primary,Highland Capital Servicing,2019
LN101637,2023-12-01,184500.0,360,6.26,660-699,81-90,<=20,TX,Purchase,Single Family,Second Home,Meridian Loan Services,2023
LN101638,2019-06-01,267900.0,360,4.46,660-699,>95,37-43,NC,Cash-Out Refinance,Single Family,Primary,Meridian Loan Services,2019
LN101639,2021-06-01,222200.0,360,4.052,740-779,91-95,31-36,TX,Cash-Out Refinance,Single Family,Primary,Cornerstone Servicing,2021
LN101640,2023-04-01,237400.0,360,4.696,740-779,71-80,31-36,OH,Refinance,Condo,Second Home,Apex Mortgage Co,2023
LN101641,2023-12-01,321100.0,360,6.034,700-739,81-90,37-43,GA,Purchase,Condo,Investment,Apex Mortgage Co,2023
LN101642,2019-10-01,197900.0,360,3.535,780+,61-70,37-43,FL,Purchase,Condo,Primary,Cornerstone Servicing,2019
LN101643,2019-11-01,425800.0,360,3.763,700-739,81-90,44-50,PA,Purchase,Single Family,Primary,Meridian Loan Services,2019
LN101644,2020-12-01,148000.0,360,3.555,740-779,71-80,31-36,WA,Cash-Out Refinance,Single Family,Primary,Meridian Loan Services,2020
LN101645,2021-11-01,550000.0,360,5.208,<620,<=60,31-36,MI,Cash-Out Refinance,Single Family,Primary,Sunrise Servicing,2021
LN101646,2023-12-01,381100.0,360,5.547,740-779,61-70,37-43,FL,Purchase,Single Family,Investment,Sunrise Servicing,2023
LN101647,2020-01-01,196800.0,360,3.422,780+,>95,37-43,NC,Cash-Out Refinance,Single Family,Second Home,Highland Capital Servicing,2020
LN101648,2019-11-01,202800.0,360,3.097,780+,71-80,37-43,IL,Purchase,Single Family,Primary,Apex Mortgage Co,2019
LN101649,2020-04-01,253500.0,360,4.089,700-739,61-70,31-36,OH,Refinance,Single Family,Primary,Meridian Loan Services,2020
LN101650,2023-07-01,302400.0,360,4.645,740-779,61-70,37-43,NY,Purchase,Multi-Family,Primary,Meridian Loan Services,2023
LN101651,2019-02-01,378000.0,360,4.228,660-699,71-80,21-30,OH,Purchase,Single Family,Primary,Highland Capital Servicing,2019
LN101652,2020-12-01,126300.0,180,3.985,740-779,91-95,31-36,CA,Cash-Out Refinance,Single Family,Second Home,Sunrise Servicing,2020
LN101653,2019-08-01,281200.0,180,3.741,740-779,81-90,21-30,NY,Cash-Out Refinance,Single Family,Primary,Highland Capital Servicing,2019
LN101654,2019-10-01,89100.0,360,3.642,780+,71-80,31-36,TX,Purchase,Multi-Family,Primary,Cornerstone Servicing,2019
LN101655,2023-09-01,213200.0,360,5.692,700-739,61-70,37-43,TX,Purchase,Single Family,Primary,Apex Mortgage Co,2023
LN101656,2019-01-01,444300.0,360,4.613,<620,<=60,31-36,CA,Refinance,Single Family,Primary,Apex Mortgage Co,2019
LN101657,2020-08-01,122000.0,360,3.876,700-739,71-80,31-36,TX,Purchase,Single Family,Primary,Apex Mortgage Co,2020
LN101658,2023-09-01,112500.0,180,6.163,620-659,81-90,44-50,PA,Refinance,Single Family,Primary,Sunrise Servicing,2023
LN101659,2022-02-01,255100.0,360,4.851,660-699,81-90,37-43,IL,Refinance,Single Family,Primary,Highland Capital Servicing,2022
LN101660,2019-05-01,431200.0,360,4.156,660-699,71-80,31-36,CA,Purchase,Multi-Family,Primary,Meridian Loan Services,2019
LN101661,2021-05-01,267400.0,360,4.047,740-779,81-90,>50,PA,Purchase,Multi-Family,Primary,Apex Mortgage Co,2021
LN101662,2024-01-01,98000.0,360,6.112,620-659,71-80,31-36,WA,Purchase,Multi-Family,Primary,Sunrise Servicing,2024
LN101663,2021-01-01,108300.0,360,4.759,620-659,71-80,44-50,WA,Cash-Out Refinance,Single Family,Primary,Cornerstone Servicing,2021
LN101664,2021-09-01,241300.0,360,4.714,<620,71-80,21-30,MI,Purchase,Condo,Investment,Meridian Loan Services,2021
LN101665,2021-09-01,135900.0,180,3.529,780+,81-90,21-30,AZ,Refinance,Single Family,Primary,Sunrise Servicing,2021
LN101666,2022-05-01,245600.0,360,4.094,740-779,71-80,31-36,OH,Purchase,Single Family,Investment,Highland Capital Servicing,2022
LN101667,2019-12-01,252300.0,360,5.309,<620,>95,21-30,AZ,Refinance,Single Family,Primary,Cornerstone Servicing,2019
LN101668,2023-05-01,185300.0,360,6.354,<620,71-80,31-36,AZ,Purchase,Single Family,Primary,Apex Mortgage Co,2023
LN101669,2024-02-01,522600.0,360,5.43,700-739,<=60,21-30,FL,Purchase,Single Family,Primary,Sunrise Servicing,2024
LN101670,2019-09-01,301300.0,360,3.81,660-699,61-70,37-43,MI,Refinance,Manufactured,Primary,Cornerstone Servicing,2019
LN101671,2023-03-01,398400.0,360,4.963,700-739,71-80,21-30,PA,Refinance,Condo,Investment,Meridian Loan Services,2023
LN101672,2023-03-01,349500.0,180,5.063,700-739,71-80,21-30,PA,Purchase,Single Family,Primary,Meridian Loan Services,2023
LN101673,2022-10-01,215900.0,360,4.214,780+,71-80,>50,WA,Purchase,Single Family,Primary,Highland Capital Servicing,2022
LN101674,2020-11-01,211600.0,360,4.456,660-699,81-90,37-43,FL,Cash-Out Refinance,Single Family,Primary,Meridian Loan Services,2020
LN101675,2021-06-01,202000.0,360,3.989,740-779,61-70,>50,NY,Purchase,Single Family,Primary,Sunrise Servicing,2021
LN101676,2023-05-01,313800.0,180,6.106,<620,81-90,31-36,GA,Purchase,Single Family,Primary,Highland Capital Servicing,2023
LN101677,2019-10-01,172400.0,360,3.475,780+,81-90,<=20,NC,Purchase,Single Family,Investment,Meridian Loan Services,2019
LN101678,2023-04-01,502000.0,180,4.31,780+,71-80,37-43,MI,Purchase,Single Family,Primary,Cornerstone Servicing,2023
LN101679,2023-10-01,165100.0,360,4.839,740-779,71-80,31-36,MI,Refinance,Condo,Primary,Sunrise Servicing,2023
LN101680,2022-07-01,254400.0,180,4.486,700-739,61-70,<=20,NC,Refinance,Multi-Family,Second Home,Cornerstone Servicing,2022
LN101681,2020-10-01,208300.0,360,4.454,660-699,71-80,44-50,AZ,Purchase,Single Family,Primary,Highland Capital Servicing,2020
LN101682,2021-11-01,188600.0,360,3.63,740-779,81-90,37-43,TX,Refinance,Condo,Primary,Meridian Loan Services,2021
LN101683,2019-04-01,613900.0,180,3.788,740-779,91-95,37-43,AZ,Purchase,Single Family,Investment,Apex Mortgage Co,2019
LN101684,2023-10-01,189600.0,360,5.84,660-699,81-90,31-36,CA,Refinance,Single Family,Primary,Cornerstone Servicing,2023
LN101685,2020-10-01,201400.0,360,3.9,700-739,61-70,37-43,IL,Purchase,Single Family,Primary,Sunrise Servicing,2020
LN101686,2019-04-01,171300.0,360,3.858,700-739,81-90,21-30,CA,Purchase,Single Family,Investment,Cornerstone Servicing,2019
LN101687,2023-02-01,235300.0,180,4.803,740-779,81-90,>50,IL,Refinance,Single Family,Primary,Apex Mortgage Co,2023
LN101688,2022-05-01,220700.0,360,4.073,740-779,71-80,31-36,FL,Purchase,Single Family,Investment,Cornerstone Servicing,2022
LN101689,2022-03-01,139600.0,360,3.945,740-779,91-95,21-30,CA,Purchase,Single Family,Primary,Meridian Loan Services,2022
LN101690,2019-04-01,190800.0,360,3.305,740-779,<=60,<=20,GA,Purchase,Multi-Family,Primary,Highland Capital Servicing,2019
LN101691,2022-11-01,303900.0,360,4.946,660-699,<=60,37-43,NC,Refinance,Single Family,Primary,Cornerstone Servicing,2022
LN101692,2022-04-01,366600.0,360,4.72,660-699,61-70,>50,TX,Purchase,Single Family,Primary,Meridian Loan Services,2022
LN101693,2023-02-01,233500.0,360,5.803,<620,61-70,44-50,GA,Refinance,Manufactured,Primary,Sunrise Servicing,2023
LN101694,2023-04-01,237200.0,360,4.878,740-779,91-95,37-43,TX,Refinance,Single Family,Primary,Meridian Loan Services,2023
LN101695,2020-02-01,196300.0,360,4.112,700-739,71-80,>50,CA,Refinance,Single Family,Primary,Apex Mortgage Co,2020
LN101696,2020-02-01,184200.0,180,4.243,700-739,61-70,37-43,CA,Purchase,Multi-Family,Primary,Highland Capital Servicing,2020
LN101697,2023-10-01,152700.0,360,5.887,660-699,71-80,31-36,OH,Cash-Out Refinance,Single Family,Primary,Apex Mortgage Co,2023
LN101698,2021-09-01,114600.0,360,4.399,660-699,71-80,37-43,PA,Purchase,Single Family,Primary,Cornerstone Servicing,2021
LN101699,2021-04-01,168400.0,360,4.233,700-739,71-80,<=20,OH,Cash-Out Refinance,Single Family,Primary,Apex Mortgage Co,2021
LN101700,2020-06-01,346900.0,360,4.319,660-699,61-70,21-30,PA,Refinance,Single Family,Primary,Highland Capital Servicing,2020
LN101701,2022-04-01,190800.0,180,5.332,<620,81-90,31-36,OH,Purchase,Condo,Primary,Cornerstone Servicing,2022
LN101702,2022-11-01,197700.0,360,4.355,740-779,61-70,21-30,PA,Refinance,Single Family,Primary,Cornerstone Servicing,2022
LN101703,2019-01-01,195900.0,360,4.039,660-699,81-90,>50,AZ,Purchase,Single Family,Primary,Meridian Loan Services,2019
LN101704,2021-11-01,404400.0,360,4.051,700-739,61-70,>50,FL,Purchase,Condo,Primary,Meridian Loan Services,2021
LN101705,2024-02-01,152100.0,180,5.818,700-739,81-90,31-36,CA,Purchase,Manufactured,Primary,Highland Capital Servicing,2024
LN101706,2020-06-01,261600.0,360,3.853,740-779,81-90,37-43,CA,Refinance,Single Family,Primary,Apex Mortgage Co,2020
LN101707,2020-06-01,224000.0,360,4.557,660-699,61-70,31-36,OH,Refinance,Single Family,Primary,Apex Mortgage Co,2020
LN101708,2023-07-01,238100.0,180,4.649,740-779,<=60,21-30,IL,Cash-Out Refinance,Multi-Family,Second Home,Highland Capital Servicing,2023
LN101709,2019-04-01,257800.0,360,3.223,780+,>95,31-36,TX,Purchase,Single Family,Primary,Highland Capital Servicing,2019
LN101710,2021-01-01,237000.0,360,3.715,740-779,71-80,21-30,WA,Refinance,Single Family,Primary,Cornerstone Servicing,2021
LN101711,2021-05-01,330000.0,360,3.869,700-739,81-90,31-36,AZ,Refinance,Single Family,Primary,Meridian Loan Services,2021
LN101712,2023-02-01,227900.0,180,4.55,740-779,<=60,21-30,TX,Refinance,Condo,Primary,Highland Capital Servicing,2023
LN101713,2019-09-01,506300.0,360,3.759,700-739,61-70,21-30,TX,Purchase,Single Family,Primary,Meridian Loan Services,2019
LN101714,2021-03-01,235600.0,180,4.316,700-739,71-80,21-30,TX,Purchase,Single Family,Primary,Cornerstone Servicing,2021
LN101715,2019-10-01,107300.0,360,4.369,700-739,91-95,44-50,FL,Refinance,Multi-Family,Primary,Sunrise Servicing,2019
LN101716,2023-01-01,307800.0,180,4.877,660-699,61-70,<=20,MI,Purchase,Single Family,Primary,Highland Capital Servicing,2023
LN101717,2022-04-01,275500.0,360,4.833,620-659,81-90,31-36,OH,Purchase,Single Family,Primary,Sunrise Servicing,2022
LN101718,2021-07-01,234400.0,180,4.207,700-739,81-90,31-36,CA,Purchase,Single Family,Primary,Cornerstone Servicing,2021
LN101719,2021-01-01,205500.0,360,4.79,620-659,<=60,31-36,NY,Purchase,Multi-Family,Primary,Cornerstone Servicing,2021
LN101720,2019-10-01,89200.0,360,3.534,700-739,61-70,31-36,CA,Purchase,Single Family,Primary,Cornerstone Servicing,2019
LN101721,2023-10-01,96200.0,360,5.465,700-739,61-70,<=20,NY,Purchase,Condo,Primary,Highland Capital Servicing,2023
LN101722,2022-05-01,484700.0,180,3.378,780+,71-80,37-43,NY,Refinance,Single Family,Primary,Apex Mortgage Co,2022
LN101723,2020-08-01,177500.0,360,4.972,<620,81-90,37-43,GA,Cash-Out Refinance,Single Family,Primary,Meridian Loan Services,2020
LN101724,2021-02-01,356700.0,360,4.082,740-779,71-80,37-43,IL,Purchase,Multi-Family,Primary,Cornerstone Servicing,2021
LN101725,2022-10-01,112300.0,360,5.296,700-739,61-70,37-43,MI,Purchase,Single Family,Investment,Apex Mortgage Co,2022
LN101726,2022-09-01,144200.0,360,5.593,<620,81-90,31-36,CA,Cash-Out Refinance,Single Family,Second Home,Cornerstone Servicing,2022
LN101727,2021-05-01,313400.0,360,4.228,660-699,81-90,31-36,PA,Purchase,Condo,Primary,Highland Capital Servicing,2021
LN101728,2020-07-01,220500.0,360,4.624,620-659,71-80,21-30,CA,Cash-Out Refinance,Single Family,Primary,Highland Capital Servicing,2020
LN101729,2022-05-01,294200.0,360,4.731,660-699,71-80,31-36,FL,Refinance,Single Family,Primary,Meridian Loan Services,2022
LN101730,2022-05-01,229500.0,180,4.504,660-699,61-70,<=20,MI,Purchase,Condo,Investment,Apex Mortgage Co,2022
LN101731,2022-02-01,210400.0,180,4.04,700-739,81-90,31-36,GA,Purchase,Single Family,Primary,Apex Mortgage Co,2022
LN101732,2019-05-01,170100.0,360,3.851,700-739,71-80,37-43,TX,Purchase,Single Family,Primary,Highland Capital Servicing,2019
LN101733,2021-06-01,135000.0,360,5.05,<620,71-80,21-30,NY,Refinance,Single Family,Primary,Highland Capital Servicing,2021
LN101734,2022-03-01,434200.0,360,4.69,620-659,61-70,<=20,NC,Purchase,Single Family,Primary,Sunrise Servicing,2022
LN101735,2023-11-01,467600.0,180,6.084,620-659,81-90,37-43,WA,Cash-Out Refinance,Condo,Primary,Meridian Loan Services,2023
LN101736,2021-09-01,144700.0,360,3.993,700-739,81-90,31-36,GA,Refinance,Single Family,Primary,Sunrise Servicing,2021
LN101737,2020-10-01,140500.0,360,4.322,660-699,71-80,44-50,CA,Cash-Out Refinance,Multi-Family,Primary,Apex Mortgage Co,2020
LN101738,2021-11-01,197500.0,360,4.022,700-739,91-95,>50,NY,Cash-Out Refinance,Multi-Family,Second Home,Highland Capital Servicing,2021
LN101739,2019-12-01,269200.0,360,4.366,660-699,91-95,>50,CA,Purchase,Condo,Primary,Meridian Loan Services,2019
LN101740,2019-06-01,212800.0,180,4.832,<620,<=60,31-36,CA,Purchase,Single Family,Primary,Highland Capital Servicing,2019
LN101741,2022-07-01,289200.0,360,3.934,780+,81-90,21-30,OH,Cash-Out Refinance,Single Family,Second Home,Sunrise Servicing,2022
LN101742,2024-02-01,225900.0,180,5.918,620-659,71-80,37-43,PA,Purchase,Multi-Family,Second Home,Cornerstone Servicing,2024
LN101743,2023-05-01,219300.0,360,6.144,620-659,>95,37-43,CA,Purchase,Single Family,Primary,Highland Capital Servicing,2023
LN101744,2022-01-01,684100.0,360,4.661,620-659,61-70,37-43,PA,Purchase,Condo,Investment,Highland Capital Servicing,2022
LN101745,2019-03-01,182300.0,180,2.976,780+,61-70,31-36,NC,Purchase,Condo,Primary,Highland Capital Servicing,2019
LN101746,2024-02-01,483100.0,360,5.595,700-739,71-80,<=20,NC,Cash-Out Refinance,Single Family,Primary,Meridian Loan Services,2024
LN101747,2021-04-01,442900.0,360,3.867,700-739,61-70,21-30,TX,Purchase,Single Family,Second Home,Cornerstone Servicing,2021
LN101748,2020-06-01,289800.0,360,3.746,780+,81-90,21-30,FL,Refinance,Single Family,Primary,Highland Capital Servicing,2020
LN101749,2023-08-01,97100.0,360,5.88,620-659,71-80,21-30,CA,Cash-Out Refinance,Single Family,Investment,Sunrise Servicing,2023
LN101750,2022-11-01,234200.0,360,4.138,780+,61-70,>50,TX,Purchase,Single Family,Primary,Cornerstone Servicing,2022
LN101751,2022-11-01,183200.0,360,5.095,660-699,71-80,<=20,FL,Refinance,Single Family,Primary,Highland Capital Servicing,2022
LN101752,2020-06-01,233100.0,360,3.694,740-779,91-95,37-43,FL,Purchase,Condo,Primary,Meridian Loan Services,2020
LN101753,2024-02-01,143200.0,360,6.029,700-739,81-90,>50,TX,Purchase,Single Family,Primary,Cornerstone Servicing,2024
LN101754,2021-05-01,324600.0,180,4.23,700-739,71-80,31-36,TX,Purchase,Single Family,Second Home,Meridian Loan Services,2021
